FISH,DATETIME
2,2023-9-23 22:10:35
1,2023-9-23 22:10:40
1,2023-9-23 22:10:45
1,2023-9-23 22:10:50
1,2023-9-23 22:10:55
2,2023-9-23 22:11:00
1,2023-9-23 22:11:05
1,2023-9-23 22:11:10
1,2023-9-23 22:11:15
2,2023-9-23 22:11:20
1,2023-9-23 22:11:25
1,2023-9-23 22:11:30
1,2023-9-23 22:11:35
1,2023-9-23 22:11:40
1,2023-9-23 22:11:45
1,2023-9-23 22:11:50
1,2023-9-23 22:11:55
2,2023-9-23 22:12:00
1,2023-9-23 22:12:05
1,2023-9-23 22:12:10
1,2023-9-23 22:12:15
1,2023-9-23 22:12:20
1,2023-9-23 22:12:25
1,2023-9-23 22:12:30
1,2023-9-23 22:12:35
1,2023-9-23 22:12:40
1,2023-9-23 22:12:45
1,2023-9-23 22:12:50
1,2023-9-23 22:12:55
1,2023-9-23 22:13:00
1,2023-9-23 22:13:05
1,2023-9-23 22:13:10
1,2023-9-23 22:13:15
1,2023-9-23 22:13:20
1,2023-9-23 22:13:25
1,2023-9-23 22:13:30
1,2023-9-23 22:13:35
1,2023-9-23 22:13:40
1,2023-9-23 22:13:45
1,2023-9-23 22:13:50
1,2023-9-23 22:13:55
1,2023-9-23 22:14:00
1,2023-9-23 22:14:05
1,2023-9-23 22:14:10
1,2023-9-23 22:14:15
1,2023-9-23 22:14:20
1,2023-9-23 22:14:25
1,2023-9-23 22:14:30
1,2023-9-23 22:14:35
1,2023-9-23 22:14:40
1,2023-9-23 22:14:45
1,2023-9-23 22:14:50
1,2023-9-23 22:14:55
2,2023-9-23 22:15:00
1,2023-9-23 22:15:05
1,2023-9-23 22:15:10
1,2023-9-23 22:15:15
1,2023-9-23 22:15:20
1,2023-9-23 22:15:25
2,2023-9-23 22:15:30
1,2023-9-23 22:15:35
1,2023-9-23 22:15:40
2,2023-9-23 22:15:45
2,2023-9-23 22:15:50
1,2023-9-23 22:15:55
1,2023-9-23 22:16:00
1,2023-9-23 22:16:05
1,2023-9-23 22:16:10
1,2023-9-23 22:16:15
1,2023-9-23 22:16:20
1,2023-9-23 22:16:25
1,2023-9-23 22:16:30
1,2023-9-23 22:16:35
2,2023-9-23 22:16:40
1,2023-9-23 22:16:45
1,2023-9-23 22:16:50
1,2023-9-23 22:16:55
1,2023-9-23 22:17:00
1,2023-9-23 22:17:05
1,2023-9-23 22:17:10
1,2023-9-23 22:17:15
1,2023-9-23 22:17:20
1,2023-9-23 22:17:25
1,2023-9-23 22:17:30
1,2023-9-23 22:17:35
1,2023-9-23 22:17:40
1,2023-9-23 22:17:45
2,2023-9-23 22:17:50
1,2023-9-23 22:17:55
1,2023-9-23 22:18:00
2,2023-9-23 22:18:05
1,2023-9-23 22:18:10
1,2023-9-23 22:18:15
1,2023-9-23 22:18:20
1,2023-9-23 22:18:25
1,2023-9-23 22:18:30
2,2023-9-23 22:18:35
1,2023-9-23 22:18:40
1,2023-9-23 22:18:45
1,2023-9-23 22:18:50
1,2023-9-23 22:18:55
2,2023-9-23 22:19:00
1,2023-9-23 22:19:05
1,2023-9-23 22:19:10
1,2023-9-23 22:19:15
1,2023-9-23 22:19:20
1,2023-9-23 22:19:25
1,2023-9-23 22:19:30
1,2023-9-23 22:19:35
2,2023-9-23 22:19:40
1,2023-9-23 22:19:45
1,2023-9-23 22:19:50
1,2023-9-23 22:19:55
1,2023-9-23 22:20:00
1,2023-9-23 22:20:05
1,2023-9-23 22:20:10
1,2023-9-23 22:20:15
1,2023-9-23 22:20:20
1,2023-9-23 22:20:25
2,2023-9-23 22:20:30
1,2023-9-23 22:20:35
1,2023-9-23 22:20:40
1,2023-9-23 22:20:45
1,2023-9-23 22:20:50
2,2023-9-23 22:20:55
1,2023-9-23 22:21:00
1,2023-9-23 22:21:05
1,2023-9-23 22:21:10
1,2023-9-23 22:21:15
1,2023-9-23 22:21:20
1,2023-9-23 22:21:25
1,2023-9-23 22:21:30
1,2023-9-23 22:21:35
1,2023-9-23 22:21:40
1,2023-9-23 22:21:45
1,2023-9-23 22:21:50
1,2023-9-23 22:21:55
1,2023-9-23 22:22:00
1,2023-9-23 22:22:05
1,2023-9-23 22:22:10
1,2023-9-23 22:22:15
1,2023-9-23 22:22:20
1,2023-9-23 22:22:25
1,2023-9-23 22:22:30
1,2023-9-23 22:22:35
1,2023-9-23 22:22:40
1,2023-9-23 22:22:45
2,2023-9-23 22:22:50
1,2023-9-23 22:22:55
1,2023-9-23 22:23:00
1,2023-9-23 22:23:05
1,2023-9-23 22:23:10
1,2023-9-23 22:23:15
1,2023-9-23 22:23:20
1,2023-9-23 22:23:25
1,2023-9-23 22:23:30
1,2023-9-23 22:23:35
1,2023-9-23 22:23:40
1,2023-9-23 22:23:45
1,2023-9-23 22:23:50
1,2023-9-23 22:23:55
1,2023-9-23 22:24:00
1,2023-9-23 22:24:05
1,2023-9-23 22:24:10
1,2023-9-23 22:24:16
2,2023-9-23 22:24:20
2,2023-9-23 22:24:25
1,2023-9-23 22:24:30
2,2023-9-23 22:24:35
1,2023-9-23 22:24:40
2,2023-9-23 22:24:45
1,2023-9-23 22:24:50
1,2023-9-23 22:24:55
1,2023-9-23 22:25:00
1,2023-9-23 22:25:05
1,2023-9-23 22:25:10
1,2023-9-23 22:25:15
1,2023-9-23 22:25:20
1,2023-9-23 22:25:25
1,2023-9-23 22:25:30
1,2023-9-23 22:25:35
1,2023-9-23 22:25:40
1,2023-9-23 22:25:45
1,2023-9-23 22:25:50
1,2023-9-23 22:25:55
1,2023-9-23 22:26:00
2,2023-9-23 22:26:05
1,2023-9-23 22:26:10
1,2023-9-23 22:26:15
1,2023-9-23 22:26:20
1,2023-9-23 22:26:25
1,2023-9-23 22:26:30
1,2023-9-23 22:26:35
1,2023-9-23 22:26:40
1,2023-9-23 22:26:45
1,2023-9-23 22:26:50
1,2023-9-23 22:26:55
1,2023-9-23 22:27:00
1,2023-9-23 22:27:05
1,2023-9-23 22:27:10
1,2023-9-23 22:27:15
1,2023-9-23 22:27:20
1,2023-9-23 22:27:25
2,2023-9-23 22:27:30
1,2023-9-23 22:27:35
1,2023-9-23 22:27:40
1,2023-9-23 22:27:45
1,2023-9-23 22:27:50
1,2023-9-23 22:27:55
1,2023-9-23 22:28:00
1,2023-9-23 22:28:05
1,2023-9-23 22:28:10
1,2023-9-23 22:28:15
1,2023-9-23 22:28:20
1,2023-9-23 22:28:25
1,2023-9-23 22:28:30
1,2023-9-23 22:28:35
1,2023-9-23 22:28:40
1,2023-9-23 22:28:45
2,2023-9-23 22:28:50
1,2023-9-23 22:28:55
1,2023-9-23 22:29:00
1,2023-9-23 22:29:05
1,2023-9-23 22:29:10
1,2023-9-23 22:29:15
1,2023-9-23 22:29:20
1,2023-9-23 22:29:25
1,2023-9-23 22:29:30
1,2023-9-23 22:29:35
1,2023-9-23 22:29:40
1,2023-9-23 22:29:45
2,2023-9-23 22:29:50
1,2023-9-23 22:29:55
2,2023-9-23 22:30:00
2,2023-9-23 22:30:05
1,2023-9-23 22:30:10
1,2023-9-23 22:30:15
1,2023-9-23 22:30:20
1,2023-9-23 22:30:25
1,2023-9-23 22:30:30
1,2023-9-23 22:30:35
1,2023-9-23 22:30:40
1,2023-9-23 22:30:45
1,2023-9-23 22:30:50
1,2023-9-23 22:30:55
1,2023-9-23 22:31:00
1,2023-9-23 22:31:05
1,2023-9-23 22:31:10
1,2023-9-23 22:31:15
1,2023-9-23 22:31:20
1,2023-9-23 22:31:25
2,2023-9-23 22:31:30
1,2023-9-23 22:31:35
1,2023-9-23 22:31:40
1,2023-9-23 22:31:45
2,2023-9-23 22:31:50
2,2023-9-23 22:31:55
1,2023-9-23 22:32:00
1,2023-9-23 22:32:05
1,2023-9-23 22:32:10
1,2023-9-23 22:32:15
1,2023-9-23 22:32:20
1,2023-9-23 22:32:25
1,2023-9-23 22:32:30
1,2023-9-23 22:32:35
1,2023-9-23 22:32:40
1,2023-9-23 22:32:45
1,2023-9-23 22:32:50
1,2023-9-23 22:32:55
1,2023-9-23 22:33:00
1,2023-9-23 22:33:05
1,2023-9-23 22:33:10
1,2023-9-23 22:33:15
1,2023-9-23 22:33:20
1,2023-9-23 22:33:25
2,2023-9-23 22:33:30
1,2023-9-23 22:33:35
1,2023-9-23 22:33:40
1,2023-9-23 22:33:45
1,2023-9-23 22:33:50
1,2023-9-23 22:33:55
1,2023-9-23 22:34:00
1,2023-9-23 22:34:05
2,2023-9-23 22:34:10
1,2023-9-23 22:34:15
2,2023-9-23 22:34:20
1,2023-9-23 22:34:25
1,2023-9-23 22:34:30
1,2023-9-23 22:34:35
1,2023-9-23 22:34:40
1,2023-9-23 22:34:45
1,2023-9-23 22:34:50
1,2023-9-23 22:34:55
1,2023-9-23 22:35:00
1,2023-9-23 22:35:05
1,2023-9-23 22:35:10
2,2023-9-23 22:35:15
1,2023-9-23 22:35:20
1,2023-9-23 22:35:25
1,2023-9-23 22:35:30
1,2023-9-23 22:35:35
1,2023-9-23 22:35:40
1,2023-9-23 22:35:45
1,2023-9-23 22:35:50
1,2023-9-23 22:35:55
1,2023-9-23 22:36:00
1,2023-9-23 22:36:05
1,2023-9-23 22:36:10
1,2023-9-23 22:36:15
1,2023-9-23 22:36:20
1,2023-9-23 22:36:25
1,2023-9-23 22:36:30
1,2023-9-23 22:36:35
1,2023-9-23 22:36:40
1,2023-9-23 22:36:45
2,2023-9-23 22:36:50
1,2023-9-23 22:36:55
1,2023-9-23 22:37:00
1,2023-9-23 22:37:05
1,2023-9-23 22:37:10
1,2023-9-23 22:37:15
1,2023-9-23 22:37:20
1,2023-9-23 22:37:25
1,2023-9-23 22:37:30
1,2023-9-23 22:37:35
1,2023-9-23 22:37:40
1,2023-9-23 22:37:45
1,2023-9-23 22:37:50
2,2023-9-23 22:37:55
1,2023-9-23 22:38:00
1,2023-9-23 22:38:05
1,2023-9-23 22:38:10
1,2023-9-23 22:38:15
1,2023-9-23 22:38:20
1,2023-9-23 22:38:25
1,2023-9-23 22:38:30
1,2023-9-23 22:38:35
1,2023-9-23 22:38:40
1,2023-9-23 22:38:45
1,2023-9-23 22:38:50
1,2023-9-23 22:38:55
1,2023-9-23 22:39:00
1,2023-9-23 22:39:05
2,2023-9-23 22:39:10
1,2023-9-23 22:39:15
1,2023-9-23 22:39:20
1,2023-9-23 22:39:25
1,2023-9-23 22:39:30
1,2023-9-23 22:39:35
1,2023-9-23 22:39:40
1,2023-9-23 22:39:45
2,2023-9-23 22:39:50
1,2023-9-23 22:39:55
1,2023-9-23 22:40:00
1,2023-9-23 22:40:05
1,2023-9-23 22:40:10
1,2023-9-23 22:40:15
1,2023-9-23 22:40:20
1,2023-9-23 22:40:25
1,2023-9-23 22:40:30
1,2023-9-23 22:40:35
1,2023-9-23 22:40:40
1,2023-9-23 22:40:45
1,2023-9-23 22:40:50
1,2023-9-23 22:40:55
1,2023-9-23 22:41:00
1,2023-9-23 22:41:05
2,2023-9-23 22:41:10
1,2023-9-23 22:41:15
1,2023-9-23 22:41:20
1,2023-9-23 22:41:25
2,2023-9-23 22:41:30
1,2023-9-23 22:41:35
1,2023-9-23 22:41:40
1,2023-9-23 22:41:45
1,2023-9-23 22:41:50
2,2023-9-23 22:41:55
1,2023-9-23 22:42:00
1,2023-9-23 22:42:05
1,2023-9-23 22:42:10
1,2023-9-23 22:42:15
1,2023-9-23 22:42:20
1,2023-9-23 22:42:25
2,2023-9-23 22:42:30
2,2023-9-23 22:42:35
1,2023-9-23 22:42:40
1,2023-9-23 22:42:45
1,2023-9-23 22:42:55
1,2023-9-23 22:43:00
1,2023-9-23 22:43:05
1,2023-9-23 22:43:10
1,2023-9-23 22:43:15
1,2023-9-23 22:43:19
1,2023-9-23 22:43:25
1,2023-9-23 22:43:30
1,2023-9-23 22:43:35
1,2023-9-23 22:43:40
1,2023-9-23 22:43:45
1,2023-9-23 22:43:50
1,2023-9-23 22:43:55
1,2023-9-23 22:44:00
1,2023-9-23 22:44:05
1,2023-9-23 22:44:10
1,2023-9-23 22:44:15
1,2023-9-23 22:44:20
1,2023-9-23 22:44:24
1,2023-9-23 22:44:30
2,2023-9-23 22:44:34
1,2023-9-23 22:44:39
1,2023-9-23 22:44:47
2,2023-9-23 22:44:57
1,2023-9-23 22:45:02
1,2023-9-23 22:45:07
2,2023-9-23 22:56:59
1,2023-9-23 22:58:24
1,2023-9-23 22:58:29
3,2023-9-23 22:58:34
4,2023-9-23 22:58:39
1,2023-9-23 22:59:18
3,2023-9-24 04:28:30
2,2023-9-24 04:28:34
1,2023-9-24 04:28:56
2,2023-9-24 04:29:01
2,2023-9-24 04:29:12
1,2023-9-24 04:29:18
2,2023-9-24 04:29:32
1,2023-9-24 04:29:38
2,2023-9-24 04:29:43
1,2023-9-24 04:29:52
3,2023-9-24 04:29:58
3,2023-9-24 04:30:02
3,2023-9-24 04:30:07
1,2023-9-24 04:30:12
1,2023-9-24 04:30:17
1,2023-9-24 04:30:32
2,2023-9-24 04:30:37
1,2023-9-24 04:31:28
1,2023-9-24 04:31:33
1,2023-9-24 04:31:38
1,2023-9-24 04:31:47
1,2023-9-24 04:31:52
2,2023-9-24 04:31:58
2,2023-9-24 04:32:09
1,2023-9-24 04:33:02
2,2023-9-24 04:33:15
1,2023-9-24 04:33:43
1,2023-9-24 04:33:48
9,2023-9-24 20:03:39
9,2023-9-24 20:03:43
9,2023-9-24 20:03:48
9,2023-9-24 20:03:53
9,2023-9-24 20:03:58
9,2023-9-24 20:04:03
9,2023-9-24 20:04:08
9,2023-9-24 20:04:13
9,2023-9-24 20:04:19
9,2023-9-24 20:04:23
9,2023-9-24 20:04:28
9,2023-9-24 20:04:34
9,2023-9-24 20:04:38
9,2023-9-24 20:04:43
9,2023-9-24 20:04:48
9,2023-9-24 20:04:53
9,2023-9-24 20:04:58
9,2023-9-24 20:05:03
9,2023-9-24 20:05:08
9,2023-9-24 20:05:13
9,2023-9-24 20:05:18
9,2023-9-24 20:05:23
9,2023-9-24 20:05:28
9,2023-9-24 20:05:33
9,2023-9-24 20:05:38
9,2023-9-24 20:05:43
9,2023-9-24 20:05:48
10,2023-9-24 20:05:54
9,2023-9-24 20:05:59
9,2023-9-24 20:06:03
9,2023-9-24 20:06:08
9,2023-9-24 20:06:13
9,2023-9-24 20:06:18
9,2023-9-24 20:06:23
9,2023-9-24 20:06:28
8,2023-9-24 20:06:33
9,2023-9-24 20:06:38
10,2023-9-24 20:06:43
9,2023-9-24 20:06:48
9,2023-9-24 20:06:53
10,2023-9-24 20:06:58
9,2023-9-24 20:07:03
9,2023-9-24 20:07:08
9,2023-9-24 20:07:13
9,2023-9-24 20:07:18
9,2023-9-24 20:07:23
9,2023-9-24 20:07:28
8,2023-9-24 20:07:33
9,2023-9-24 20:07:38
9,2023-9-24 20:07:43
9,2023-9-24 20:07:48
9,2023-9-24 20:07:53
9,2023-9-24 20:07:58
9,2023-9-24 20:08:03
9,2023-9-24 20:08:08
9,2023-9-24 20:08:13
9,2023-9-24 20:08:18
9,2023-9-24 20:08:23
9,2023-9-24 20:08:28
9,2023-9-24 20:08:33
9,2023-9-24 20:08:38
9,2023-9-24 20:08:43
9,2023-9-24 20:08:48
9,2023-9-24 20:08:53
9,2023-9-24 20:08:58
9,2023-9-24 20:09:03
9,2023-9-24 20:09:08
9,2023-9-24 20:09:13
9,2023-9-24 20:09:18
9,2023-9-24 20:09:23
9,2023-9-24 20:09:28
9,2023-9-24 20:09:33
9,2023-9-24 20:09:38
9,2023-9-24 20:09:43
9,2023-9-24 20:09:48
9,2023-9-24 20:09:53
9,2023-9-24 20:09:58
9,2023-9-24 20:10:03
9,2023-9-24 20:10:08
9,2023-9-24 20:10:13
9,2023-9-24 20:10:18
9,2023-9-24 20:10:23
9,2023-9-24 20:10:28
9,2023-9-24 20:10:33
9,2023-9-24 20:10:38
9,2023-9-24 20:10:43
9,2023-9-24 20:10:48
9,2023-9-24 20:10:53
9,2023-9-24 20:10:59
9,2023-9-24 20:11:03
9,2023-9-24 20:11:08
9,2023-9-24 20:11:13
9,2023-9-24 20:11:18
9,2023-9-24 20:11:23
9,2023-9-24 20:11:28
9,2023-9-24 20:11:33
9,2023-9-24 20:11:38
9,2023-9-24 20:11:43
9,2023-9-24 20:11:48
9,2023-9-24 20:11:53
9,2023-9-24 20:11:58
9,2023-9-24 20:12:03
9,2023-9-24 20:12:08
9,2023-9-24 20:12:13
9,2023-9-24 20:12:18
9,2023-9-24 20:12:23
9,2023-9-24 20:12:28
9,2023-9-24 20:12:34
9,2023-9-24 20:12:39
9,2023-9-24 20:12:43
9,2023-9-24 20:12:48
9,2023-9-24 20:12:53
9,2023-9-24 20:12:58
9,2023-9-24 20:13:03
9,2023-9-24 20:13:08
9,2023-9-24 20:13:13
9,2023-9-24 20:13:18
9,2023-9-24 20:13:23
9,2023-9-24 20:13:28
9,2023-9-24 20:13:33
9,2023-9-24 20:13:39
9,2023-9-24 20:13:43
9,2023-9-24 20:13:48
9,2023-9-24 20:13:53
9,2023-9-24 20:13:58
9,2023-9-24 20:14:04
9,2023-9-24 20:14:09
9,2023-9-24 20:14:14
9,2023-9-24 20:14:19
9,2023-9-24 20:14:23
9,2023-9-24 20:14:28
9,2023-9-24 20:14:33
9,2023-9-24 20:14:38
9,2023-9-24 20:14:43
9,2023-9-24 20:14:48
10,2023-9-24 20:16:39
9,2023-9-24 20:16:44
9,2023-9-24 20:16:49
9,2023-9-24 20:16:54
9,2023-9-24 20:16:59
9,2023-9-24 20:17:04
9,2023-9-24 20:17:09
9,2023-9-24 20:17:14
9,2023-9-24 20:17:19
9,2023-9-24 20:17:24
9,2023-9-24 20:17:29
9,2023-9-24 20:17:34
9,2023-9-24 20:17:39
9,2023-9-24 20:18:16
9,2023-9-24 20:18:21
9,2023-9-24 20:18:26
9,2023-9-24 20:18:31
8,2023-9-24 20:18:36
9,2023-9-24 20:18:45
10,2023-9-24 20:18:50
9,2023-9-24 20:18:55
9,2023-9-24 20:19:00
9,2023-9-24 20:19:05
9,2023-9-24 20:19:10
9,2023-9-24 20:19:15
10,2023-9-24 20:19:20
9,2023-9-24 20:19:25
8,2023-9-24 20:19:30
9,2023-9-24 20:19:35
9,2023-9-24 20:19:40
9,2023-9-24 20:19:45
9,2023-9-24 20:19:50
10,2023-9-24 20:19:55
9,2023-9-24 20:20:00
9,2023-9-24 20:20:05
9,2023-9-24 20:20:10
9,2023-9-24 20:20:15
10,2023-9-24 20:20:20
9,2023-9-24 20:20:25
9,2023-9-24 20:20:30
9,2023-9-24 20:20:35
9,2023-9-24 20:20:40
9,2023-9-24 20:20:45
9,2023-9-24 20:20:50
9,2023-9-24 20:20:55
8,2023-9-24 20:21:05
9,2023-9-24 20:21:09
9,2023-9-24 20:21:14
9,2023-9-24 20:21:20
9,2023-9-24 20:21:25
9,2023-9-24 20:21:30
10,2023-9-24 20:21:35
9,2023-9-24 20:21:40
9,2023-9-24 20:21:44
9,2023-9-24 20:22:16
9,2023-9-24 20:22:21
9,2023-9-24 20:22:26
9,2023-9-24 20:22:31
9,2023-9-24 20:22:38
9,2023-9-24 20:22:43
9,2023-9-24 20:22:48
9,2023-9-24 20:22:53
9,2023-9-24 20:22:58
9,2023-9-24 20:23:03
9,2023-9-24 20:23:08
9,2023-9-24 20:23:14
10,2023-9-24 20:23:19
9,2023-9-24 20:23:24
9,2023-9-24 20:23:28
9,2023-9-24 20:23:34
9,2023-9-24 20:23:39
9,2023-9-24 20:23:44
9,2023-9-24 20:23:48
9,2023-9-24 20:23:53
9,2023-9-24 20:23:58
9,2023-9-24 20:24:10
9,2023-9-24 20:24:31
9,2023-9-24 20:24:36
9,2023-9-24 20:24:41
9,2023-9-24 20:24:46
9,2023-9-24 20:24:51
9,2023-9-24 20:24:56
10,2023-9-24 20:25:01
9,2023-9-24 20:25:06
9,2023-9-24 20:25:11
9,2023-9-24 20:25:16
9,2023-9-24 20:25:21
9,2023-9-24 20:25:26
9,2023-9-24 20:25:31
9,2023-9-24 20:25:36
9,2023-9-24 20:25:41
9,2023-9-24 20:25:45
9,2023-9-24 20:25:51
9,2023-9-24 20:25:56
9,2023-9-24 20:26:01
9,2023-9-24 20:26:06
9,2023-9-24 20:26:11
9,2023-9-24 20:26:16
9,2023-9-24 20:26:25
9,2023-9-24 20:26:30
9,2023-9-24 20:26:35
9,2023-9-24 20:26:40
9,2023-9-24 20:26:45
9,2023-9-24 20:26:50
9,2023-9-24 20:26:55
9,2023-9-24 20:27:00
9,2023-9-24 20:27:05
10,2023-9-24 20:27:10
9,2023-9-24 20:27:15
9,2023-9-24 20:27:20
9,2023-9-24 20:27:25
9,2023-9-24 20:27:30
9,2023-9-24 20:27:35
9,2023-9-24 20:27:40
9,2023-9-24 20:27:45
9,2023-9-24 20:27:50
9,2023-9-24 20:27:55
9,2023-9-24 20:28:00
9,2023-9-24 20:28:05
9,2023-9-24 20:28:10
9,2023-9-24 20:28:15
9,2023-9-24 20:28:20
9,2023-9-24 20:28:25
9,2023-9-24 20:28:30
10,2023-9-24 20:28:35
9,2023-9-24 20:28:40
9,2023-9-24 20:28:45
9,2023-9-24 20:28:50
10,2023-9-24 20:28:55
9,2023-9-24 20:29:00
10,2023-9-24 20:29:05
9,2023-9-24 20:29:10
10,2023-9-24 20:29:15
9,2023-9-24 20:29:20
10,2023-9-24 20:29:25
9,2023-9-24 20:29:30
9,2023-9-24 20:29:35
8,2023-9-24 20:29:40
9,2023-9-24 20:29:46
9,2023-9-24 20:29:50
9,2023-9-24 20:29:56
9,2023-9-24 20:30:10
9,2023-9-24 20:30:16
9,2023-9-24 20:30:23
9,2023-9-24 20:30:29
9,2023-9-24 20:30:36
9,2023-9-24 20:30:42
8,2023-9-24 20:30:49
10,2023-9-24 20:30:55
9,2023-9-24 20:31:02
9,2023-9-24 20:31:08
9,2023-9-24 20:31:15
9,2023-9-24 20:31:21
9,2023-9-24 20:31:28
10,2023-9-24 20:31:34
9,2023-9-24 20:31:41
9,2023-9-24 20:31:47
9,2023-9-24 20:31:54
9,2023-9-24 20:32:32
9,2023-9-24 20:32:38
9,2023-9-24 20:33:28
9,2023-9-24 20:34:01
9,2023-9-24 20:34:07
9,2023-9-24 20:34:13
9,2023-9-24 20:34:20
9,2023-9-24 20:34:26
9,2023-9-24 20:34:33
9,2023-9-24 20:34:39
9,2023-9-24 20:34:46
9,2023-9-24 20:34:52
9,2023-9-24 20:34:59
9,2023-9-24 20:35:05
9,2023-9-24 20:35:12
9,2023-9-24 20:35:18
9,2023-9-24 20:35:25
9,2023-9-24 20:35:31
9,2023-9-24 20:35:38
9,2023-9-24 20:35:44
9,2023-9-24 20:35:51
9,2023-9-24 20:35:57
9,2023-9-24 20:36:04
9,2023-9-24 20:36:10
9,2023-9-24 20:36:17
10,2023-9-24 20:36:23
9,2023-9-24 20:36:30
9,2023-9-24 20:36:36
9,2023-9-24 20:36:43
10,2023-9-24 20:36:49
9,2023-9-24 20:36:56
9,2023-9-24 20:37:02
9,2023-9-24 20:37:09
9,2023-9-24 20:37:15
9,2023-9-24 20:37:22
9,2023-9-24 20:37:28
9,2023-9-24 20:37:35
9,2023-9-24 20:37:41
9,2023-9-24 20:37:48
9,2023-9-24 20:37:54
9,2023-9-24 20:38:01
9,2023-9-24 20:38:07
9,2023-9-24 20:38:14
9,2023-9-24 20:38:20
9,2023-9-24 20:38:27
8,2023-9-24 20:38:33
10,2023-9-24 20:38:40
9,2023-9-24 20:38:46
9,2023-9-24 20:38:53
9,2023-9-24 20:38:59
9,2023-9-24 20:39:06
9,2023-9-24 20:39:12
9,2023-9-24 20:39:19
9,2023-9-24 20:39:25
9,2023-9-24 20:39:32
9,2023-9-24 20:39:38
9,2023-9-24 20:39:45
9,2023-9-24 20:39:51
9,2023-9-24 20:39:58
9,2023-9-24 20:40:04
9,2023-9-24 20:40:11
9,2023-9-24 20:40:17
9,2023-9-24 20:40:24
9,2023-9-24 20:40:30
9,2023-9-24 20:40:37
9,2023-9-24 20:40:43
9,2023-9-24 20:40:50
9,2023-9-24 20:40:56
9,2023-9-24 20:41:03
9,2023-9-24 20:41:09
9,2023-9-24 20:41:16
9,2023-9-24 20:41:22
9,2023-9-24 20:41:29
9,2023-9-24 20:41:35
9,2023-9-24 20:41:42
9,2023-9-24 20:41:48
9,2023-9-24 20:41:55
9,2023-9-24 20:42:01
9,2023-9-24 20:43:58
9,2023-9-24 20:44:04
9,2023-9-24 20:44:10
8,2023-9-24 20:44:17
9,2023-9-24 20:44:23
9,2023-9-24 20:44:30
9,2023-9-24 20:44:36
9,2023-9-24 20:44:43
9,2023-9-24 20:44:49
9,2023-9-24 20:44:56
9,2023-9-24 20:45:02
9,2023-9-24 20:45:09
9,2023-9-24 20:45:15
9,2023-9-24 20:45:22
9,2023-9-24 20:45:28
9,2023-9-24 20:45:35
9,2023-9-24 20:45:41
9,2023-9-24 20:45:48
9,2023-9-24 20:45:55
9,2023-9-24 20:46:01
9,2023-9-24 20:46:08
9,2023-9-24 20:46:14
9,2023-9-24 20:46:20
9,2023-9-24 20:46:27
9,2023-9-24 20:46:34
9,2023-9-24 20:46:40
8,2023-9-24 20:46:47
9,2023-9-24 20:46:53
9,2023-9-24 20:47:07
9,2023-9-24 20:47:13
9,2023-9-24 20:47:20
9,2023-9-24 20:47:21
9,2023-9-24 20:47:26
9,2023-9-24 20:47:32
9,2023-9-24 20:47:39
9,2023-9-24 20:47:45
9,2023-9-24 20:47:51
9,2023-9-24 20:47:59
9,2023-9-24 20:48:05
9,2023-9-24 20:48:11
9,2023-9-24 20:48:18
9,2023-9-24 20:48:24
9,2023-9-24 20:48:30
9,2023-9-24 20:48:37
9,2023-9-24 20:48:44
9,2023-9-24 20:48:50
9,2023-9-24 20:48:57
9,2023-9-24 20:49:03
9,2023-9-24 20:49:10
9,2023-9-24 20:49:16
9,2023-9-24 20:49:23
9,2023-9-24 20:49:29
9,2023-9-24 20:49:35
9,2023-9-24 20:49:42
9,2023-9-24 20:49:49
9,2023-9-24 20:49:55
9,2023-9-24 20:50:02
10,2023-9-24 20:50:08
9,2023-9-24 20:50:15
9,2023-9-24 20:50:21
9,2023-9-24 20:50:28
9,2023-9-24 20:50:34
9,2023-9-24 20:50:41
9,2023-9-24 20:50:47
9,2023-9-24 20:50:54
9,2023-9-24 20:51:00
9,2023-9-24 20:51:07
9,2023-9-24 20:51:13
9,2023-9-24 20:51:20
9,2023-9-24 20:51:26
9,2023-9-24 20:51:33
9,2023-9-24 20:51:39
15,2023-9-24 20:51:45
14,2023-9-24 20:51:52
21,2023-9-24 20:51:59
9,2023-9-24 20:52:05
8,2023-9-24 20:52:12
24,2023-9-24 20:52:18
9,2023-9-24 20:52:24
9,2023-9-24 20:52:31
10,2023-9-24 20:52:38
9,2023-9-24 20:52:44
9,2023-9-24 20:52:51
9,2023-9-24 20:52:57
9,2023-9-24 20:53:03
9,2023-9-24 20:53:10
9,2023-9-24 20:53:17
9,2023-9-24 20:53:30
9,2023-9-24 20:53:37
9,2023-9-24 20:53:43
9,2023-9-24 20:54:02
9,2023-9-24 20:54:09
9,2023-9-24 20:54:15
9,2023-9-24 20:54:21
9,2023-9-24 20:54:28
9,2023-9-24 20:54:34
9,2023-9-24 20:54:41
9,2023-9-24 20:54:47
9,2023-9-24 20:54:54
9,2023-9-24 20:55:00
9,2023-9-24 20:55:07
9,2023-9-24 20:55:13
9,2023-9-24 20:55:20
9,2023-9-24 20:55:26
9,2023-9-24 20:55:33
9,2023-9-24 20:55:39
9,2023-9-24 20:55:46
9,2023-9-24 20:55:52
9,2023-9-24 20:55:59
9,2023-9-24 20:56:05
9,2023-9-24 20:56:12
9,2023-9-24 20:56:18
9,2023-9-24 20:56:25
9,2023-9-24 20:56:31
